entity_id,ip,geo_country,asn,asn_org
,10.20.7.133,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.7.134,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.7.135,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.7.136,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.7.137,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.7.138,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.7.139,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.7.140,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.7.141,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.7.142,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.7.143,AE,64537,Synthetic AE Transit Cooperative 2
,10.20.7.144,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.7.145,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.7.146,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.7.147,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.7.148,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.7.149,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.7.150,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.7.151,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.7.152,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.7.153,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.7.154,TR,64592,Synthetic TR Transit Cooperative 1
,10.20.7.155,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.7.156,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.7.157,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.7.158,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.7.159,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.7.160,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.7.161,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.7.162,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.7.163,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.7.164,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.7.165,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.7.166,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.7.167,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.7.168,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.7.169,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.7.170,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.7.171,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.7.172,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.7.173,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.7.174,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.7.175,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.7.176,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.7.177,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.7.178,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.7.179,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.7.180,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.7.181,AT,64540,Synthetic AT Transit Cooperative 1
,10.20.7.182,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.7.183,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.7.184,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.7.185,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.7.186,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.7.187,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.7.188,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.7.189,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.7.190,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.7.191,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.7.192,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.7.193,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.7.194,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.7.195,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.7.196,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.7.197,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.7.198,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.7.199,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.7.200,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.7.201,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.7.202,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.7.203,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.7.204,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.7.205,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.7.206,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.7.207,DE,64519,Synthetic DE Transit Cooperative 2
,10.20.7.208,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.7.209,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.7.210,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.7.211,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.7.212,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.7.213,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.7.214,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.7.215,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.7.216,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.7.217,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.7.218,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.7.219,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.7.220,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.7.221,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.7.222,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.7.223,US,64532,Synthetic US Transit Cooperative 1
,10.20.7.224,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.7.225,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.7.226,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.7.227,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.7.228,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.7.229,US,64532,Synthetic US Transit Cooperative 1
,10.20.7.230,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.7.231,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.7.232,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.7.233,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.7.234,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.7.235,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.7.236,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.7.237,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.7.238,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.7.239,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.7.240,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.7.241,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.7.242,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.7.243,DE,64519,Synthetic DE Transit Cooperative 2
,10.20.7.244,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.7.245,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.7.246,US,64533,Synthetic US Transit Cooperative 2
,10.20.7.247,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.7.248,FI,64558,Synthetic FI Transit Cooperative 1
,10.20.7.249,NL,64529,Synthetic NL Transit Cooperative 2
,10.20.7.250,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.7.251,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.7.252,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.7.253,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.7.254,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.8.1,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.8.2,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.8.3,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.8.4,CH,64544,Synthetic CH Transit Cooperative 1
,10.20.8.5,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.8.6,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.8.7,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.8.8,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.8.9,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.8.10,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.8.11,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.8.12,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.8.13,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.8.14,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.8.15,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.8.16,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.8.17,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.8.18,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.8.19,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.8.20,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.8.21,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.8.22,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.8.23,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.8.24,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.8.25,US,64533,Synthetic US Transit Cooperative 2
,10.20.8.26,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.8.27,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.8.28,AT,64540,Synthetic AT Transit Cooperative 1
,10.20.8.29,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.8.30,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.8.31,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.8.32,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.8.33,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.8.34,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.8.35,KR,64573,Synthetic KR Transit Cooperative 2
,10.20.8.36,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.8.37,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.8.38,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.8.39,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.8.40,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.8.41,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.8.42,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.8.43,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.8.44,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.8.45,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.8.46,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.8.47,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.8.48,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.8.49,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.8.50,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.8.51,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.8.52,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.8.53,AE,64537,Synthetic AE Transit Cooperative 2
,10.20.8.54,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.8.55,CH,64544,Synthetic CH Transit Cooperative 1
,10.20.8.56,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.8.57,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.8.58,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.8.59,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.8.60,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.8.61,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.8.62,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.8.63,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.8.64,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.8.65,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.8.66,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.8.67,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.8.68,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.8.69,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.8.70,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.8.71,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.8.72,US,64533,Synthetic US Transit Cooperative 2
,10.20.8.73,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.8.74,US,64533,Synthetic US Transit Cooperative 2
,10.20.8.75,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.8.76,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.8.77,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.8.78,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.8.79,CH,64545,Synthetic CH Transit Cooperative 2
,10.20.8.80,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.8.81,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.8.82,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.8.83,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.8.84,DE,64519,Synthetic DE Transit Cooperative 2
,10.20.8.85,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.8.86,MY,64577,Synthetic MY Transit Cooperative 2
,10.20.8.87,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.8.88,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.8.89,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.8.90,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.8.91,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.8.92,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.8.93,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.8.94,IL,64568,Synthetic IL Transit Cooperative 1
,10.20.8.95,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.8.96,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.8.97,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.8.98,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.8.99,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.8.100,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.8.101,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.8.102,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.8.103,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.8.104,US,64533,Synthetic US Transit Cooperative 2
,10.20.8.105,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.8.106,GR,64560,Synthetic GR Transit Cooperative 1
,10.20.8.107,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.8.108,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.8.109,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.8.110,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.8.111,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.8.112,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.8.113,DK,64555,Synthetic DK Transit Cooperative 2
,10.20.8.114,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.8.115,PT,64584,Synthetic PT Transit Cooperative 1
,10.20.8.116,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.8.117,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.8.118,JP,64527,Synthetic JP Transit Cooperative 2
,10.20.8.119,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.8.120,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.8.121,NZ,64581,Synthetic NZ Transit Cooperative 2
,10.20.8.122,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.8.123,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.8.124,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.8.125,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.8.126,CO,64551,Synthetic CO Transit Cooperative 2
,10.20.8.127,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.8.128,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.8.129,FR,64521,Synthetic FR Transit Cooperative 2
,10.20.8.130,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.8.131,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.8.132,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.8.133,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.8.134,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.8.135,NL,64528,Synthetic NL Transit Cooperative 1
,10.20.8.136,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.8.137,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.8.138,FR,64520,Synthetic FR Transit Cooperative 1
,10.20.8.139,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.8.140,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.8.141,RO,64587,Synthetic RO Transit Cooperative 2
,10.20.8.142,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.8.143,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.8.144,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.8.145,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.8.146,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.8.147,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.8.148,CL,64546,Synthetic CL Transit Cooperative 1
,10.20.8.149,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.8.150,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.8.151,AT,64540,Synthetic AT Transit Cooperative 1
,10.20.8.152,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.8.153,SE,64588,Synthetic SE Transit Cooperative 1
,10.20.8.154,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.8.155,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.8.156,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.8.157,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.8.158,AR,64538,Synthetic AR Transit Cooperative 1
,10.20.8.159,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.8.160,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.8.161,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.8.162,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.8.163,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.8.164,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.8.165,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.8.166,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.8.167,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.8.168,US,64533,Synthetic US Transit Cooperative 2
,10.20.8.169,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.8.170,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.8.171,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.8.172,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.8.173,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.8.174,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.8.175,NG,64600,Synthetic NG Transit Cooperative 1
,10.20.8.176,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.8.177,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.8.178,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.8.179,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.8.180,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.8.181,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.8.182,GB,64522,Synthetic GB Transit Cooperative 1
,10.20.8.183,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.8.184,ES,64556,Synthetic ES Transit Cooperative 1
,10.20.8.185,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.8.186,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.8.187,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.8.188,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.8.189,US,64533,Synthetic US Transit Cooperative 2
,10.20.8.190,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.8.191,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.8.192,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.8.193,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.8.194,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.8.195,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.8.196,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.8.197,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.8.198,IT,64570,Synthetic IT Transit Cooperative 1
,10.20.8.199,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.8.200,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.8.201,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.8.202,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.8.203,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.8.204,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.8.205,ES,64557,Synthetic ES Transit Cooperative 2
,10.20.8.206,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.8.207,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.8.208,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.8.209,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.8.210,TH,64591,Synthetic TH Transit Cooperative 2
,10.20.8.211,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.8.212,ID,64565,Synthetic ID Transit Cooperative 2
,10.20.8.213,CN,64549,Synthetic CN Transit Cooperative 2
,10.20.8.214,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.8.215,AR,64538,Synthetic AR Transit Cooperative 1
,10.20.8.216,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.8.217,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.8.218,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.8.219,GB,64523,Synthetic GB Transit Cooperative 2
,10.20.8.220,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.8.221,HK,64562,Synthetic HK Transit Cooperative 1
,10.20.8.222,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.8.223,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.8.224,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.8.225,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.8.226,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.8.227,IT,64571,Synthetic IT Transit Cooperative 2
,10.20.8.228,BE,64542,Synthetic BE Transit Cooperative 1
,10.20.8.229,NO,64579,Synthetic NO Transit Cooperative 2
,10.20.8.230,AE,64536,Synthetic AE Transit Cooperative 1
,10.20.8.231,JP,64526,Synthetic JP Transit Cooperative 1
,10.20.8.232,BR,64514,Synthetic BR Transit Cooperative 1
,10.20.8.233,IE,64567,Synthetic IE Transit Cooperative 2
,10.20.8.234,VN,64597,Synthetic VN Transit Cooperative 2
,10.20.8.235,FI,64559,Synthetic FI Transit Cooperative 2
,10.20.8.236,BE,64543,Synthetic BE Transit Cooperative 2
,10.20.8.237,AR,64538,Synthetic AR Transit Cooperative 1
,10.20.8.238,AT,64541,Synthetic AT Transit Cooperative 2
,10.20.8.239,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.8.240,UA,64594,Synthetic UA Transit Cooperative 1
,10.20.8.241,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.8.242,DE,64519,Synthetic DE Transit Cooperative 2
,10.20.8.243,HK,64563,Synthetic HK Transit Cooperative 2
,10.20.8.244,IL,64569,Synthetic IL Transit Cooperative 2
,10.20.8.245,AU,64512,Synthetic AU Transit Cooperative 1
,10.20.8.246,PL,64582,Synthetic PL Transit Cooperative 1
,10.20.8.247,US,64533,Synthetic US Transit Cooperative 2
,10.20.8.248,ZA,64534,Synthetic ZA Transit Cooperative 1
,10.20.8.249,NG,64601,Synthetic NG Transit Cooperative 2
,10.20.8.250,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.8.251,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.8.252,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.8.253,PL,64583,Synthetic PL Transit Cooperative 2
,10.20.8.254,DE,64519,Synthetic DE Transit Cooperative 2
,10.20.9.1,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.9.2,CZ,64552,Synthetic CZ Transit Cooperative 1
,10.20.9.3,CL,64547,Synthetic CL Transit Cooperative 2
,10.20.9.4,MY,64576,Synthetic MY Transit Cooperative 1
,10.20.9.5,SG,64531,Synthetic SG Transit Cooperative 2
,10.20.9.6,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.9.7,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.9.8,BR,64515,Synthetic BR Transit Cooperative 2
,10.20.9.9,IE,64566,Synthetic IE Transit Cooperative 1
,10.20.9.10,MX,64574,Synthetic MX Transit Cooperative 1
,10.20.9.11,CO,64550,Synthetic CO Transit Cooperative 1
,10.20.9.12,AU,64513,Synthetic AU Transit Cooperative 2
,10.20.9.13,PT,64585,Synthetic PT Transit Cooperative 2
,10.20.9.14,SG,64530,Synthetic SG Transit Cooperative 1
,10.20.9.15,ZA,64535,Synthetic ZA Transit Cooperative 2
,10.20.9.16,CZ,64553,Synthetic CZ Transit Cooperative 2
,10.20.9.17,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.9.18,CN,64548,Synthetic CN Transit Cooperative 1
,10.20.9.19,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.9.20,CA,64516,Synthetic CA Transit Cooperative 1
,10.20.9.21,AR,64539,Synthetic AR Transit Cooperative 2
,10.20.9.22,TH,64590,Synthetic TH Transit Cooperative 1
,10.20.9.23,NZ,64580,Synthetic NZ Transit Cooperative 1
,10.20.9.24,IN,64525,Synthetic IN Transit Cooperative 2
,10.20.9.25,MX,64575,Synthetic MX Transit Cooperative 2
,10.20.9.26,US,64532,Synthetic US Transit Cooperative 1
,10.20.9.27,TR,64593,Synthetic TR Transit Cooperative 2
,10.20.9.28,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.9.29,SE,64589,Synthetic SE Transit Cooperative 2
,10.20.9.30,KR,64572,Synthetic KR Transit Cooperative 1
,10.20.9.31,ID,64564,Synthetic ID Transit Cooperative 1
,10.20.9.32,CA,64517,Synthetic CA Transit Cooperative 2
,10.20.9.33,KE,64598,Synthetic KE Transit Cooperative 1
,10.20.9.34,VN,64596,Synthetic VN Transit Cooperative 1
,10.20.9.35,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.9.36,RO,64586,Synthetic RO Transit Cooperative 1
,10.20.9.37,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.9.38,GR,64561,Synthetic GR Transit Cooperative 2
,10.20.9.39,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.9.40,DE,64518,Synthetic DE Transit Cooperative 1
,10.20.9.41,UA,64595,Synthetic UA Transit Cooperative 2
,10.20.9.42,NO,64578,Synthetic NO Transit Cooperative 1
,10.20.9.43,IN,64524,Synthetic IN Transit Cooperative 1
,10.20.9.44,KE,64599,Synthetic KE Transit Cooperative 2
,10.20.9.45,DK,64554,Synthetic DK Transit Cooperative 1
,10.20.9.46,IT,64571,Synthetic IT Transit Cooperative 2
