address,expected_group,group_kind,family,role,label_strength,ip_behaviour_class,expected_elevated_features
bc1qg7e6gtgv7hc0jry5x60tzewdxr5c5yztcmqvtq,C-07,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1qg7e6gtgv7hc0jry5x60tzewdxr5c5yztcmqvtq,G-09,scenario_instance,G,scenario_core,weak,churning,network
bc1qg7e7kjc7s84k46lu6avfrqtds3pw4vgp7gpa3u,,none,A,background,weak,stable,
bc1qg7e7kjc7s84k46lu6avfrqtds3pw4vgp7gpa3u,C-07,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1qg7g0gpkca024r2qlxxfk026h4kaveg4zlrne7m,,none,A,background,weak,stable,
bc1qg7g3ew4ms8l8qadfz4gx3v7rhmam90la2nhqgc,,none,A,background,weak,stable,
bc1qg7gq92fw8xw9hfl9ek5xx238fhp8mm7zgduxw2,,none,A,background,weak,stable,
bc1qg7kv9vwtm240aa79d0tup40yuaanlhrtmhzand,,none,A,background,weak,stable,
bc1qg7n49tx3mks0lxzl2luhs7lgah5urx5fae6hu0,,none,A,background,weak,stable,
bc1qg7wmm3rf4ektj57xgltr3a2zux8358uq35h5dm,,none,A,background,weak,stable,
bc1qg7x5dvh30p6xfwhzn52q7z679vlkzkf9tpn629,,none,A,background,weak,stable,
bc1qg7z5ycjkpqurmsjrluucsape2y3kjvn7r9yvch,,none,A,background,weak,stable,
bc1qg80cu6wxtwkhf06tm7953qcd64snpyl5v4e2th,,none,A,background,weak,stable,
bc1qg84m2sl3z2tcv0nnp5yh0zsszppc2tsp3wld5g,,none,A,background,weak,stable,
bc1qg85utx6zlkkefg6eh7lsh9lu6kef6qk4ac2u8u,,none,A,background,weak,stable,
bc1qg86n8fc2tjstvla74k2gyszrfa8h5zmn64dz6w,,none,A,background,weak,stable,
bc1qg87knelwmhxzkchave5ze4rfpwushev8kkl7w2,,none,A,background,weak,stable,
bc1qg89g7cczs7fdthhvgj3955ec5s3v6rdgh4mezk,,none,A,background,weak,stable,
bc1qg8cr2f55hkk8rn8rrm7esp5qwydsldv6arzgnv,,none,A,background,weak,stable,
bc1qg8fefa9dwa3ec0xzlx2m38l2m40slezugjvy64,,none,A,background,weak,stable,
bc1qg8hp2qzvd70eztxkz2g90x6lnndx6kwjj68lqu,,none,A,background,weak,stable,
bc1qg8jqp7hvmh7zcfqjkx6z2m3gfyxyrkypsk593f,,none,A,background,weak,stable,
bc1qg8m67wr9z8w5t8et4sj8ejllx6c6mkqldzku9s,,none,A,background,weak,stable,
bc1qg8nesn8aez3k2msmh533desgnytk30udpyf99u,,none,A,background,weak,stable,
bc1qg8q97qjemjs8kukp32llpjjqa43gfdhjrvrtp6,,none,A,background,weak,stable,
bc1qg8re7jzfs0zawlrtrlg6wa2ryyxfc7zlv333ar,,none,A,background,weak,stable,
bc1qg8s2y5xnkhul8nz4x9c06p8frs06smm0jvz48d,,none,A,background,weak,stable,
bc1qg8uaze78v6qwv0afeyxm97au73drwxp9nyxj4d,,none,A,background,weak,stable,
bc1qg8v3gqv55ldyjlwk7jjt42q8qdx7psgs4hhlnm,,none,A,background,weak,stable,
bc1qg8xe6qfyqwuvvxjvnf3qd9d0ppjw9dvvfnzgvj,,none,A,background,weak,stable,
bc1qg90u75ddcugh7ehk2tawh5794ztn0nyg09lhth,,none,A,background,weak,stable,
bc1qg98tdct0rx0kgahev8nyerwgyzh8ldu3h9fuvr,,none,A,background,weak,stable,
bc1qg9anl8x5xuzqp7v4hfwmfyhk3wpy5u04znnw4x,,none,A,background,weak,stable,
bc1qg9anl8x5xuzqp7v4hfwmfyhk3wpy5u04znnw4x,B-10,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qg9d02dwgjzg6l60tw0574lshmjwgrl6j2rtdm9,,none,A,background,weak,stable,
bc1qg9gg5pyf6fv8sm5qc9drtudzmvpnmphwyjs6e5,,none,A,background,weak,stable,
bc1qg9gg5pyf6fv8sm5qc9drtudzmvpnmphwyjs6e5,H-05,dense_community,H,scenario_core,weak,stable,graph
bc1qg9hap4ewlryzrdf504402pyl284ruxfxsn22vn,,none,A,background,weak,stable,
bc1qg9maw6q7g3sdrxyg3jhu698d5943lxsuy92fan,,none,A,background,weak,stable,
bc1qg9tgj725axaa7stxzfgy3jjhsnhd46n69unssy,,none,A,background,weak,stable,
bc1qg9tsucleq8uq9w7c6s98eg460fsqaxetalxe6f,,none,A,background,weak,stable,
bc1qg9vcfms8g600k7c5963ljuencv3kp3rxv64cqz,,none,A,background,weak,stable,
bc1qg9wg68mgpcnafxcqmeckn855sdwr6mk0e49ma6,,none,A,background,weak,stable,
bc1qg9ypdjh4n9ldrfyhwd7gga630ckmnv3ykflaj9,,none,A,background,weak,stable,
bc1qg9zu5mw8h8enunt69lq8peyar590s7qvlhvrxv,,none,A,background,weak,stable,
bc1qg9zu5mw8h8enunt69lq8peyar590s7qvlhvrxv,G-01,scenario_instance,G,scenario_core,strong,churning,network
bc1qga4ujfxdadmq00zu4d6savydgjqmkv9skad3sa,,none,A,background,weak,stable,
bc1qga4wqe869axngzf56jqf9p56p49tvpqavzz5vm,,none,A,background,weak,stable,
bc1qga4wqe869axngzf56jqf9p56p49tvpqavzz5vm,E-03,scenario_instance,E,scenario_core,strong,stable,"structure,graph,flow"
bc1qga5vpquf3rzmlaxz44s2qsn9v3z5l9fmkgr9ln,,none,A,background,weak,stable,
bc1qga5vpquf3rzmlaxz44s2qsn9v3z5l9fmkgr9ln,H-02,dense_community,H,scenario_core,weak,stable,graph
bc1qga69v5sjje8djwc2xkg5jfhncznee6qyv76x3n,,none,A,background,weak,stable,
bc1qga69v5sjje8djwc2xkg5jfhncznee6qyv76x3n,C-02,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1qga6qrpw8v0wm96g5d5ecckwxzhvdkmwcfvmn3g,,none,A,background,weak,stable,
bc1qga6qrpw8v0wm96g5d5ecckwxzhvdkmwcfvmn3g,D-13,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1qga7wule2stkdvpmyst9gmch9z9wyzqpw6a5dnw,,none,A,background,weak,stable,
bc1qgadhwctj3h2aa0l9urcgcsfcvakyaurpxpku3m,,none,A,background,weak,stable,
bc1qgahlw8345sfy6lk7chm3ptnlgf2lf0gusf96gm,,none,A,background,weak,stable,
bc1qganhufmuxmldwe52eedjj6wxr3kp7manha5zur,,none,A,background,weak,stable,
bc1qganhufmuxmldwe52eedjj6wxr3kp7manha5zur,E-06,scenario_instance,E,scenario_core,strong,stable,"structure,graph,flow"
bc1qgaqas8f3fg60y4v0f7vs826xvhly4u0jvhfgr6,,none,A,background,weak,stable,
bc1qgatscnxkp3e7ekd6520y50tjhu558kfr5ljfcr,,none,A,background,weak,stable,
bc1qgax6wh3ns9jugzqc3vx04f05zf7ym7kngeh7vm,,none,A,background,weak,stable,
bc1qgazqse8t9arg8r47fn5mzw995cvthjl2sydz9e,,none,A,background,weak,stable,
bc1qgc6jman4e9f9mvsmp4tflk86a9v7we02nqnkqc,,none,A,background,weak,stable,
bc1qgcddfd7lxpg8sfklzrtcl90ay2h7z8u96c02ex,,none,A,background,weak,stable,
bc1qgcdkpnfh4tu8w9etynlpe5kvpw875mz7tj36ny,,none,A,background,weak,stable,
bc1qgcdkpnfh4tu8w9etynlpe5kvpw875mz7tj36ny,D-08,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1qgchl64flq6evzwltpwee5yk05wacqpl2r3f3ka,,none,A,background,weak,stable,
bc1qgchl64flq6evzwltpwee5yk05wacqpl2r3f3ka,H-06,dense_community,H,scenario_core,weak,stable,graph
bc1qgcrg27049ryhh5yvtvem5wk84lrqmjha22sz5n,,none,A,background,weak,stable,
bc1qgcrg27049ryhh5yvtvem5wk84lrqmjha22sz5n,H-05,dense_community,H,scenario_core,weak,stable,graph
bc1qgcrnl28qxxqfakwuden6ljdnx3xwl5ccd6y0ce,,none,A,background,weak,stable,
bc1qgcty8nxwfxlnxc3zjln4hey6v86ummzcsdk40y,,none,A,background,weak,stable,
bc1qgcty8nxwfxlnxc3zjln4hey6v86ummzcsdk40y,D-07,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,,none,A,background,weak,stable,
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-01,common_input_entity,F,scenario_support,benign_multi_address_user,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-02,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-03,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-04,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-05,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-06,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-07,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-08,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-09,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-10,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-11,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-12,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-13,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-14,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-15,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-16,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-17,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-18,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-19,common_input_entity,F,scenario_support,,stable,graph
bc1qgcu52ht6kwr6ejqzdeclqkmgk0vstvn9alrk22,F-20,common_input_entity,F,scenario_support,,stable,graph
bc1qgd20v7tule60382anm6em9suv7565l2fvatdta,,none,A,background,weak,stable,
bc1qgd3hmuv03rkrvzy2ca5tdq4swy5dtnrh3h8d2h,,none,A,background,weak,stable,
bc1qgd59rr422xavaeuv2t9fwgrqq4sdelcnurf2lc,,none,A,background,weak,stable,
bc1qgd59rr422xavaeuv2t9fwgrqq4sdelcnurf2lc,G-04,scenario_instance,G,scenario_core,weak,churning,network
bc1qgd6xwrvjkje4ytxmj6vk4xv5p55ujz0x4re8h2,,none,A,background,weak,stable,
bc1qgd6xwrvjkje4ytxmj6vk4xv5p55ujz0x4re8h2,H-04,dense_community,H,scenario_core,weak,stable,graph
bc1qgdevk46px5c9eggff4ggn9r3pgn9qmymj9cd0c,,none,A,background,weak,stable,
bc1qgdfekz60xpjd7nd3vrdzw2aujmve5ex2lznp68,,none,A,background,weak,stable,
bc1qgdgazs2xeyjd5s06gmx6v9ewaqc2mpwl8tuyrv,,none,A,background,weak,stable,
bc1qgdlkcj02gguhwfkcjtf5tzhgsaj7tv62xjhzgw,,none,A,background,weak,stable,
bc1qgdlkcj02gguhwfkcjtf5tzhgsaj7tv62xjhzgw,D-04,scenario_instance,D,scenario_core,strong,stable,"flow,transaction,temporal"
bc1qgdpakaxfhpg9mr4fqpurlmv6hl9kqs2rpl5h4x,,none,A,background,weak,stable,
bc1qgdpshmsr6v8a8l6u8djmm5l3nu0m73pvgjc9uv,,none,A,background,weak,stable,
bc1qgdpshmsr6v8a8l6u8djmm5l3nu0m73pvgjc9uv,F-18,common_input_entity,F,scenario_core,strong,stable,graph
bc1qgdpy7tyszgch6g68txvn828sx6ym483tl3g8f7,,none,A,background,weak,stable,
bc1qgdsjhw0zfum6yxfaa5x2g3ql7x9aaqeyvg9a6r,,none,A,background,weak,stable,
bc1qgdsjhw0zfum6yxfaa5x2g3ql7x9aaqeyvg9a6r,F-17,common_input_entity,F,scenario_core,strong,stable,graph
bc1qge256t6r52qg7k47lxkfkvhgszsp42n6kl04a8,,none,A,background,weak,stable,
bc1qge4gxgp6z20erkch69u67d35289wc7jgxgqn3u,,none,A,background,weak,stable,
bc1qge4gxgp6z20erkch69u67d35289wc7jgxgqn3u,H-01,dense_community,H,scenario_core,weak,stable,graph
bc1qge8qf8k2fkz3aaygxfg7nx46n6m52kylvsels6,,none,A,background,weak,stable,
bc1qged9sqvjppefurdudt7ph7djg2p32xx0a3ycpq,,none,A,background,weak,stable,
bc1qgedr98kq49dru3wuy3hcr2plu768f90n9yeqje,,none,A,background,weak,stable,
bc1qgegnlmlgktaxvexz8u0e37ahyqr3zdnwuvzfdv,,none,A,background,weak,stable,
bc1qgeh6upn8hsygpe8mcfhxp80km6gh9q6mfmn5qj,,none,A,background,weak,stable,
bc1qgeq2vz00mlskmmpy7tc2se7fq8psdf7xqnnaef,,none,A,background,weak,stable,
bc1qgespaqw7tntz2hycv52rw0v8zm0extewgjj0fn,,none,A,background,weak,stable,
bc1qgesw34kyk7a88lulu9praldwpp7etgwl4szkws,,none,A,background,weak,stable,
bc1qgeth8p7ns0yqv69u75egfkydzf4h9h3lfp9rkg,,none,A,background,weak,stable,
bc1qgeth8p7ns0yqv69u75egfkydzf4h9h3lfp9rkg,G-07,scenario_instance,G,scenario_core,weak,churning,network
bc1qgetw7c8vnc0zuh0066wvart0w8w6wd4efd3cxn,,none,A,background,weak,stable,
bc1qgez4zztjk23gf2e6ye3rezdat83nas8sdczwkl,,none,A,background,weak,stable,
bc1qgez4zztjk23gf2e6ye3rezdat83nas8sdczwkl,G-06,scenario_instance,G,scenario_core,weak,churning,network
bc1qgezlfvppxvyl3gzhuxfau8tml3lw5kwefljk56,,none,A,background,weak,stable,
bc1qgf4cnt2a2pt6l7aph6xu23enfc6rkcdvxejrdr,,none,A,background,weak,stable,
bc1qgf4dgsjuel0zf2kzx04mayh5x3c8088v30h5xf,,none,A,background,weak,stable,
bc1qgf8zkzlcdr033f9gv0kkmfcx73tzmtvrdv6ymf,,none,A,background,weak,stable,
bc1qgf9qys4g87nhr0809gtsw43judldnxcf4vtast,,none,A,background,weak,stable,
bc1qgf9rjlh49a4m4tr4ltzgdjfwp9zuxgc33g0dc3,,none,A,background,weak,stable,
bc1qgfdfw3aqght9r05d96j8cmj9u248u0f8nug2vw,,none,A,background,weak,stable,
bc1qgfgg5gwg0y6qcq3zlfg9yv80hypkxthfcdkuss,,none,A,background,weak,stable,
bc1qgfhfxlgzsswg6k30hm775hassnceurzu4h8gg9,,none,A,background,weak,stable,
bc1qgflr0kzwr0f92xkxugf6llyqrls48e84ve62kk,,none,A,background,weak,stable,
bc1qgflr0kzwr0f92xkxugf6llyqrls48e84ve62kk,E-03,scenario_instance,E,scenario_core,strong,stable,"structure,graph,flow"
bc1qgfmc2ekkg82yeql6gsjj3naq50l9g4jq53572r,,none,A,background,weak,stable,
bc1qgfug0ckdpx0d7jgrx8s62p2py239trlklvjdw6,,none,A,background,weak,stable,
bc1qgfug0ckdpx0d7jgrx8s62p2py239trlklvjdw6,B-14,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qgfv8ds0pt0adm0aeg68hfz5364chpfwp0r6q4z,,none,A,background,weak,stable,
bc1qgfz85hnj05g6nvrad8ty8rgddtmd9grqrwxygc,,none,A,background,weak,stable,
bc1qgg33ppjf55352h2endyflyaaywmkg56qqtjwal,,none,A,background,weak,stable,
bc1qgg6glxtefx704nsqt5yrkzrnlpyhjezp87jdzu,,none,A,background,weak,stable,
bc1qgg6x7q8pnwx7jtr8fs0y6hvqejf36n42dh6rve,,none,A,background,weak,stable,
bc1qgg6x7q8pnwx7jtr8fs0y6hvqejf36n42dh6rve,G-07,scenario_instance,G,scenario_core,weak,churning,network
bc1qgg94k9muf6zu2ajm43rwln6hmfckvek0yulf75,,none,A,background,weak,stable,
bc1qgga3vzgn4ytgscp86px3uagglfzzh5l3aqs6kq,,none,A,background,weak,stable,
bc1qggdf3qgf5rauqx9f5u30hjez6745c9mujvl9zw,,none,A,background,weak,stable,
bc1qgggt93kl6w78yqjcshe2zvt00l6s4urjccd44r,,none,A,background,weak,stable,
bc1qgggt93kl6w78yqjcshe2zvt00l6s4urjccd44r,G-01,scenario_instance,G,scenario_core,strong,churning,network
bc1qggk6a5hmtgmkw749qy9k3h7nkwvj02v25v6n4x,,none,A,background,weak,stable,
bc1qggm6mded0ejr0wv5a8d79jkzhwcly487zvxe52,,none,A,background,weak,stable,
bc1qggm9p87uk5sm99hcxllp7m98j6qskyj63rmyat,,none,A,background,weak,stable,
bc1qggmyvvqnlmgdmyhglg0520qqkj295ptmmcgy9v,,none,A,background,weak,stable,
bc1qggne9vv5esc5mttn605qqkxzjmffxldlrkr5wk,,none,A,background,weak,stable,
bc1qggpztg6hvhaj6mz4zwe5h3vzpptxacukwgzn9k,,none,A,background,weak,stable,
bc1qggpztg6hvhaj6mz4zwe5h3vzpptxacukwgzn9k,C-09,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1qgguszje4tdgd980w3hk29qnj20e57qj9y9l0en,,none,A,background,weak,stable,
bc1qgguszje4tdgd980w3hk29qnj20e57qj9y9l0en,D-01,scenario_instance,D,scenario_support,weak,stable,"flow,transaction,temporal"
bc1qggwknq064rvxxg5avequ9eax3ca6kv3qgn3t3j,,none,A,background,weak,stable,
bc1qggyq8e26g8azcuyz70gvv7kxrcsr5envrenk0h,,none,A,background,weak,stable,
bc1qggyq8e26g8azcuyz70gvv7kxrcsr5envrenk0h,C-04,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1qgh237qk0nwqa5jqpnye4e0q28flgdtqwkutt0u,,none,A,background,weak,stable,
bc1qgh6m6f8mhe9wzxl44nzp4ypa6z6nnkk7axtm9k,,none,A,background,weak,stable,
bc1qgh9rlkrpypgaqulugcwxaq5p7jrhjv3ty6t87r,,none,A,background,weak,stable,
bc1qgh9rlkrpypgaqulugcwxaq5p7jrhjv3ty6t87r,B-14,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qghglnu49xg3k9c2r6lfpfe8mu5urqxm9r2agu0,,none,A,background,weak,stable,
bc1qghgx0ehrhq39agddjxvrlv3mdltdg07uu49rx9,,none,A,background,weak,stable,
bc1qghlgwsrc0eyl5t2q58x88muxfnvknlj3p7safx,,none,A,background,weak,stable,
bc1qghlgwsrc0eyl5t2q58x88muxfnvknlj3p7safx,C-03,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1qghlxy68dt3lfzzrn8lvst63eh90tafcw8lhls3,,none,A,background,weak,stable,
bc1qghm77tv8r80y54hmjkmzjcyh76scht5thqqhh6,,none,A,background,weak,stable,
bc1qghm77tv8r80y54hmjkmzjcyh76scht5thqqhh6,C-09,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1qghnklvwyvqsv2xsj2mjunltc8f96t5fk5m6lt7,,none,A,background,weak,stable,
bc1qghnklvwyvqsv2xsj2mjunltc8f96t5fk5m6lt7,B-11,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qghqvecn37lx54r8dlw9mfwtupt5jguw33avzgv,,none,A,background,weak,stable,
bc1qghqvecn37lx54r8dlw9mfwtupt5jguw33avzgv,G-01,scenario_instance,G,scenario_core,strong,churning,network
bc1qghumm42p23ju49e0kacjwtq6930czn87smj3yw,,none,A,background,weak,stable,
bc1qgj2e5jwrva77hzn6chnap2q6kuwhd56l24jdhp,,none,A,background,weak,stable,
bc1qgj3vw800eyapdmshyjy2shmt40cq7xe4ljw5jq,,none,A,background,weak,stable,
bc1qgj3vw800eyapdmshyjy2shmt40cq7xe4ljw5jq,E-08,scenario_instance,E,scenario_core,strong,stable,"structure,graph,flow"
bc1qgj4amtxf7rym59khrju5fn8ncuymejde85wpww,,none,A,background,weak,stable,
bc1qgj4d7rnnztk9r7tup2uej9slhfwz5rxvxjgr6e,,none,A,background,weak,stable,
bc1qgj4d7rnnztk9r7tup2uej9slhfwz5rxvxjgr6e,B-10,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qgjaler96lde69x8xswrhyr9zu7266a4n7rnkn3,,none,A,background,weak,stable,
bc1qgjm8qknp2xnd4ft4jh63s7wsap3urnn2ruy8ag,,none,A,background,weak,stable,
bc1qgjmd6l6kxns9t4mjt4ejkngq43056ndzu38nvv,,none,A,background,weak,stable,
bc1qgjmd6l6kxns9t4mjt4ejkngq43056ndzu38nvv,G-04,scenario_instance,G,scenario_core,weak,churning,network
bc1qgjpq5lu2r6tvamwwyft55ngeh73uflephhejfm,,none,A,background,weak,stable,
bc1qgjqealzs7xp2e4es5q6fwgkwh3rvn9p68w3m6z,,none,A,background,weak,stable,
bc1qgjqealzs7xp2e4es5q6fwgkwh3rvn9p68w3m6z,C-03,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1qgjsypwe4j7knk3elesdsld5zj324g6l9whqclm,,none,A,background,weak,stable,
bc1qgjuj3rqjxx7wf0lqtj09vkn00nppw5qzvrehnc,,none,A,background,weak,stable,
bc1qgjuj3rqjxx7wf0lqtj09vkn00nppw5qzvrehnc,B-03,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qgjuj3rqjxx7wf0lqtj09vkn00nppw5qzvrehnc,H-02,dense_community,H,scenario_core,weak,stable,graph
bc1qgjuqs6dths0lu5v9ueazy2xztawl9laxc3amw8,,none,A,background,weak,stable,
bc1qgjww026cx3duzglkxuwpellet6km8sjenk6qgf,,none,A,background,weak,stable,
bc1qgjww026cx3duzglkxuwpellet6km8sjenk6qgf,B-02,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qgjx7ed6h5hgt702f6l3963qxh9t0ctagah8t5n,,none,A,background,weak,stable,
bc1qgk8ssu66srzwghr743994ut0wgqxfzq9xc2x5d,,none,A,background,weak,stable,
bc1qgkarg5drekgm6xaugn8sk60pls7t0f09xskyp8,,none,A,background,weak,stable,
bc1qgkd5ke942n9ymfel4rtkdgcj4k2vw270zsa6yx,,none,A,background,weak,stable,
bc1qgkd5ke942n9ymfel4rtkdgcj4k2vw270zsa6yx,C-07,scenario_instance,C,scenario_core,strong,stable,"flow,temporal"
bc1qgkg8hg02kwhgkq053p0vrjpu7vpmzlws0dc2p7,,none,A,background,weak,stable,
bc1qgkjk58n4kvlar6789zf3ky4pklnqlrlp0fyqdj,,none,A,background,weak,stable,
bc1qgkkjwk2vl3ayu3u4zk6e3pwlzchfjw5lc7w6h7,,none,A,background,weak,stable,
bc1qgkkjwk2vl3ayu3u4zk6e3pwlzchfjw5lc7w6h7,G-05,scenario_instance,G,scenario_core,weak,churning,network
bc1qgkkjwk2vl3ayu3u4zk6e3pwlzchfjw5lc7w6h7,G-08,scenario_instance,G,scenario_core,weak,churning,network
bc1qgkldn9ukh7d2qlrv30ksjt2wyrlnlfvudu8l38,,none,A,background,weak,stable,
bc1qgkmpm09uflra9ey0fpnm5p2mgnuc7yudk75cs4,,none,A,background,weak,stable,
bc1qgkqtmyejs7nhhp5hl35v8hfjfr3k80cfs2ljt9,,none,A,background,weak,stable,
bc1qgkqtmyejs7nhhp5hl35v8hfjfr3k80cfs2ljt9,F-18,common_input_entity,F,scenario_core,strong,stable,graph
bc1qgkrxh2pnccsjnp90k3562g0dyf6vvahy2f6sqd,,none,A,background,weak,stable,
bc1qgktynn6s7hltjpsn29dhpcuyqpjud530tpnph6,,none,A,background,weak,stable,
bc1qgkugvsfjc040y7azdyr9u6zujjv3myesd062tg,,none,A,background,weak,stable,
bc1qgkugyhanjnjc20dv7p5lgpjfa2zk9ap5wu4xu3,,none,A,background,weak,stable,
bc1qgkugyhanjnjc20dv7p5lgpjfa2zk9ap5wu4xu3,D-07,scenario_instance,D,scenario_core,strong,stable,"flow,transaction,temporal"
bc1qgl52u0lpk84q2q3rc5qqp290ltqjtka0jxkm0a,,none,A,background,weak,stable,
bc1qgla00dq8t3g27hezafx3u20stlg0cg635w09r7,,none,A,background,weak,stable,
bc1qglatpcg3c48kk6e677kqppf9ycjvc5kkcryhtp,,none,A,background,weak,stable,
bc1qgljp0dj7wrxuqfs64j0w9pyecwjsaquqqxkg3v,,none,A,background,weak,stable,
bc1qglkr377gpdgjpeug48ggrptllzt2g55vf2h7g0,,none,A,background,weak,stable,
bc1qglkr377gpdgjpeug48ggrptllzt2g55vf2h7g0,B-08,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qglpjs7a89rw6j434xl3fs858gjt0f03u8sq4s6,,none,A,background,weak,stable,
bc1qglrvzc4tal8hhyum4epnemrkndws4lhdk2dp3g,,none,A,background,weak,stable,
bc1qglu3ccnj79r9zv4xzh96r7u2l566mdxyex7pg7,,none,A,background,weak,stable,
bc1qglu3ccnj79r9zv4xzh96r7u2l566mdxyex7pg7,B-05,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qglu3ccnj79r9zv4xzh96r7u2l566mdxyex7pg7,C-02,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1qgluxpxc39ghc28fmwvl0dmv5ph5l7zvx6w2g2h,,none,A,background,weak,stable,
bc1qgluxpxc39ghc28fmwvl0dmv5ph5l7zvx6w2g2h,G-09,scenario_instance,G,scenario_core,weak,churning,network
bc1qglvsds8yc4h8lw2hspcu9vswa4kxkaq9ujzp2y,,none,A,background,weak,stable,
bc1qglw73km5zjp7yzd0junfeqw4kzglrsgdg6ljvz,,none,A,background,weak,stable,
bc1qglza34wvh4pq5t8u8uevd9hp2jzgkxdtyadckx,,none,A,background,weak,stable,
bc1qgm28q07uk3qx92l5l67nh0l7a0k8p8l8yhrhwc,,none,A,background,weak,stable,
bc1qgm28q07uk3qx92l5l67nh0l7a0k8p8l8yhrhwc,B-14,scenario_instance,B,scenario_core,strong,stable,temporal
bc1qgm58gc92axf2w7vxupqy4lu4xjjn5ad8gs2dk7,,none,A,background,weak,stable,
bc1qgm9gpyx996ld2fhvr5qrzk8khu5qdmygc6k36s,,none,A,background,weak,stable,
bc1qgmcu3ud43jfp5rfag39arymn04t86lr6sm06hf,,none,A,background,weak,stable,
bc1qgmj0p0ycxwpq7vzh0j0y7ee2rjw7g0mcqql07t,,none,A,background,weak,stable,
bc1qgmj0p0ycxwpq7vzh0j0y7ee2rjw7g0mcqql07t,C-05,scenario_instance,C,scenario_support,weak,stable,"flow,temporal"
bc1qgmj3mcjsk5lhdjqxhaya9lfmm76guauaz4ej22,,none,A,background,weak,stable,
bc1qgml82numvkuylcndqsd72f5uc2r58tk955j9wr,,none,A,background,weak,stable,
bc1qgml82numvkuylcndqsd72f5uc2r58tk955j9wr,H-02,dense_community,H,scenario_core,weak,stable,graph
bc1qgmmamyav2t964flezgqz70sy2vnewhhywcwfpe,,none,A,background,weak,stable,
bc1qgmnwvg3wd3ps83gatz5v0xs2n6673xxd0zt6sh,,none,A,background,weak,stable,
bc1qgmnwvg3wd3ps83gatz5v0xs2n6673xxd0zt6sh,H-06,dense_community,H,scenario_core,weak,stable,graph
