source_record_id,txid,scenario_family,scenario_instance_id,ground_truth_role,label_strength,expected_signals,expected_pattern_kind,contamination_note
R00027794,1fe2609b27602a903d9b056a0568bd3a4dfb160718a9c6dcc3c60acb31d2aadf,A,,background,weak,,none,
R00027795,84685029932495cb0d242e9eecbe7a5bf01a998f9f2b3f76af7b0fd51e5b8359,A,,background,weak,,none,
R00027796,fcf7ca11ca0a3e568d494598273817a5f9d6b089c93eddbb9d10d0fb684b3825,A,,background,weak,,none,
R00027797,dbfbc34e659b1020c56dcd8f0a464a3c48966f116c39f48b859398ec02180c34,A,,background,weak,,none,
R00027798,b98630c71347d2ca413363accb700f0688b24a9f99b9c268f12a950ee58fa015,A,,background,weak,,none,
R00027799,a2384d6dac1cb399c9c625b465f6c3ca96137bc12f761ba0817d034fbac24a26,A,,background,weak,,none,
R00027800,a3c4b098e1ea439a0c8df134f027d52bb609c216c68cb8ffd186c60a47514e46,A,,background,weak,,none,
R00027801,48f0c2df8f137611641aad595787acdccbaf5499c6cc5159860e28f3f14d34c5,A,,background,weak,,none,
R00027802,16e16c4fe149714fa259841a3fad90a7f0e2bd32fa324cf40f80c80774cc8efa,A,,background,weak,,none,
R00027803,3e477e3b6a7e2082d9601505d5a5985f100cb049b125cd998e18a0989fcacac2,A,,background,weak,,none,
R00027804,d70f02573d67b441cb28b724bc1b86a7e29969a13cb3f3284c922195f529c470,A,,background,weak,,none,
R00027805,d7f2665c6384496bb8ee0642593487dca9921f85f4838ffa5c1f6028f89f89e1,A,,background,weak,,none,
R00027806,0546abd58d55a8d84482c04333d8d6ab3326f4a07a0d26101d18b9d6e7dd25ba,A,,background,weak,,none,
R00027807,a16ed4b625f88029f9282d54a53a77399cda2862a3909ad09d3548be155d0c6b,A,,background,weak,,none,
R00027808,90fddb85aa389544666f3c4219b4c6b3cd7099de7774fd80983e96245f964d55,A,,background,weak,,none,
R00027809,10d396380d952c4ac81b801ad90324472dd1bef541c17e25c3baa59707c05926,A,,background,weak,,none,
R00027810,150225856f05ac1351cd2a580321c2653c85291260f34fef67fa419c575e1e25,A,,background,weak,,none,
R00027811,938bed5dd7800e0c3de9b3ea50c149f5ce7adb436dec8504fd4ae775299f1b7a,A,,background,weak,,none,
R00027812,c7bf5b14e2ce89b073e1f5f7ab50c609c1b09b015746a42bfa6b04d053a9802c,A,,background,weak,,none,
R00027813,0ff6ac856434cc15bee340ac819cf37632b4ea310b6a7150b87c3e4833d48b1f,H,H-04,scenario_core,weak,graph,none,
R00027814,2684adf11419989250cccf6daaf63104832019425638076cca5ca999b64b888f,A,,background,weak,,none,
R00027815,03f691a30dd65509bca3826b1618ce3215ab564aedb90cc66d9db5ca22fdae00,A,,background,weak,,none,
R00027816,ce168ec526a1e10e774278d2ff327ed592a9507a09fcd05fbbf629e4fa6f1340,A,,background,weak,,none,
R00027817,71d6c7b4f3261f9e4dde2eb4d62bbed50bde99009b5d7bffb0417178794dc18b,A,,background,weak,,none,
R00027818,42753aec5a07564d7baf9fe4d80d544cb39a4c59861c7c03c2736772a3a9fff1,A,,background,weak,,none,
R00027819,3014eafc3cfd7859e7e41538dbbe9a999c490777b05b2fd840591ac859bc8041,A,,background,weak,,none,
R00027820,4b025a4cfea0fe99917cf0d3ce8ea52b2971c2f04e7376f43b188391da103303,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027821,ddd071037a9feb8f45908616bc37cdc3d4f563c327c8924be9898b593b72ca09,A,,background,weak,,none,
R00027822,ff42754066f010f0d0dc47f1bd43ec154bedaaf4cd39d270471667b1065ef1c9,A,,background,weak,,none,
R00027823,a89ebc66ff35bc1e5fa3ae5505461343937f5e2f3928be61790b4f4e830b5c69,A,,background,weak,,none,
R00027824,9850a4c0cf796346a779ef23ced04cdeb8a1ffccd04aede2139cf758225e0f6f,A,,background,weak,,none,
R00027825,c50463be1cbdb7fa5a0839a5d843b7c1fc0b825731bcbf61466fb358d6794dc0,A,,background,weak,,none,
R00027826,9bffa52f8243ad10b000159dea594cfe2793b3add33fbca1179a978dfa4ad461,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027827,4d9a8cd4cc763e7fee2d524065a9e487afc0035e529871027196a50af80768d8,A,,background,weak,,none,
R00027828,2561e1a8df64217d880fbc050c5c0083295b841334a093b3659f7a9eb83ff782,A,,background,weak,,none,
R00027829,01c37fc4393ca9c1b945837a72bfb887c97e11343d6421e71f00d8fe23a5bbf5,A,,background,weak,,none,
R00027830,25dea6fe9f6ad8012f9919e61b7497bb50d01ca93dea583112022d522e6147e5,A,,background,weak,,none,
R00027831,781a6d8f1ced472bb20871baba25be97561a7feb70f2d18550d5ffa14e07f880,A,,background,weak,,none,
R00027832,0d709af5e948ea844ca7292f4fd10bc2ed305df344dac93365b13dcb66cf9f09,A,,background,weak,,none,
R00027833,277277dc5336548e1253764cc39874adcada004e2159fd38472126f68242f49c,A,,background,weak,,none,
R00027834,1821d3b8a2f29167dd56e7dead9f6afb7a35031ac2f7d2db55e9c00c8e6b054c,A,,background,weak,,none,
R00027835,3ea95957261b4289260f70461ad6ab1bddf88b5c30b5373d670900f118e08bb2,A,,background,weak,,none,
R00027836,3984b5d82f2a87671b0aa1de420d58fbf15aef08b6b893650a741e4583ba0be4,A,,background,weak,,none,
R00027837,3ea95957261b4289260f70461ad6ab1bddf88b5c30b5373d670900f118e08bb2,A,,background,weak,,none,
R00027838,b68943daa8919eb49d0d305a0351313e910cb055a8395b4a6e3595e7ed03f067,A,,background,weak,,none,
R00027839,5898f1743ec6bc5403b2046c894d58f8028de1fc7e572e1d853b2cf56f439471,A,,background,weak,,none,
R00027840,cd1eac233e205552948b47a781ecd5b54cdb7b6017bbdbdcd322bb7fc753f355,A,,background,weak,,none,
R00027841,fd7f94dc4a575913134b22c5c848143e93dbb613d85fea830887835fdf6684eb,A,,background,weak,,none,
R00027842,5ffa36bfb89ac91679a09288d30fa65dccd10fe470c65661c53c6fad3e7fb5e4,A,,background,weak,,none,
R00027843,b6b59a41a74077f67b38bef6c551c8e18958ccddf27a917f1bacdc94a3fc409f,A,,background,weak,,none,
R00027844,bb05c9c6c9d1ac364b546f8d6e69cdbbbf353e7371625508240d2243a93ce30f,A,,background,weak,,none,
R00027845,a3068c85f8bee2a76c4358e80156eebaacd12a0ab3e7a3891c06365120b12a77,H,H-04,scenario_core,weak,graph,none,
R00027846,84c85efb7912c15b922e29884b9d07c6b2ec6bb60abda70ea2235b1a0a3c8556,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027847,ee654f4e9e098b9c1dced242a84645b6ed75770a41b9a716cfa4bed9687a6826,A,,background,weak,,none,
R00027848,8706a6f2c7ab4b2c2ebc9d5ca58aad2cf434323afd0102c822ec1a2cdc756096,A,,background,weak,,none,
R00027849,0d50f50c46554813654f309701c6d120ae74b0e8c86fe68f39e2814d63046e39,A,,background,weak,,none,
R00027850,5944ae501fd0eef013c04b2fa074149fbfc0da04e0c44ee29fee5de7528b1073,A,,background,weak,,none,
R00027851,4836a6a33ce0f358ba7032fa280361c2f31699e9eb907ea3d2085bb78f954f0e,A,,background,weak,,none,
R00027852,872ddd75332bc15330a7a1af9b7ede1b963e1923da9c7eee0ebd5d5baf8ad99c,A,,background,weak,,none,
R00027853,4efaec847ea3c948d61581171674f1b5f1230a475743a37e9fed8aa8b5919cee,A,,background,weak,,none,
R00027854,758d2f39b0d1da84db5a9164dd63a5cd40ddbba8767ac614e6550fbb9cc9c09b,A,,background,weak,,none,
R00027855,5f10a7961ea53098f63e7290011cbd8f6b45bd0f76fd8b3ca94923f9deb83a8c,A,,background,weak,,none,
R00027856,6c41a4065a86cab8f7531e7e8b3c03d153a6644b3d084991cd82fb174245ffe9,A,,background,weak,,none,
R00027857,a7315b2b7f88568e9c5519c4e5cb4c8f15514be6842980526a33cae0814f8f13,A,,background,weak,,none,
R00027858,18b1de26d79d401fc21224c17d148c74b34c55f58358c52a1c9c314fa252cb65,A,,background,weak,,none,
R00027859,3a2ba05a577b084014cd043f3dca23c0a93174082e5b1333369419e2040ce474,A,,background,weak,,none,
R00027860,d6dff4df48f281efdc611518949bf83b6908fa83cff254d9fce4e92e1da5a4e3,A,,background,weak,,none,
R00027861,bcc5dc2b167c1f0da2c00a16cc0ceffe71a32d188dfe7300678dc677074bbadd,A,,background,weak,,none,
R00027862,d5be3f7505ce12fb7a70f0ff5b00e398578e48482cbbd25315a119ce3976d18d,A,,background,weak,,none,
R00027863,0759a835f5047ce8179a0a7af369e6b16a1930c323b32abeb371196669ff3721,A,,background,weak,,none,
R00027864,4be9e9fcf702fc37a42e5781af12adaec2274f60f613b968d31dc2cce908f014,A,,background,weak,,none,
R00027865,a06b9accd59231605f38386a2fe09f1b2256e2a185dfc7ebe87650a9922cdbea,A,,background,weak,,none,
R00027866,b549c3b6e6f52baccf760b80ab6653e6f1f4511c0212a6aaa768aa5580772de0,A,,background,weak,,none,
R00027867,368b05c877b768ed44ccf13a7b50b3524eb926571885288c5586cb818b655a1d,A,,background,weak,,none,
R00027868,55bf4f86f9509c35c9c24086183874e78f94b896ee206de3c2acc7e7f8bb0473,A,,background,weak,,none,
R00027869,f92fdf0c31a2d7db44e152013a6f2db6f93e80abcbb8a3114c0715e7a520e7e2,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027870,6b85f0bab112a72eef6617a8867a6b66e090419208202ccac1db3411c1bd154a,A,,background,weak,,none,
R00027871,0d8c423b2df38dcac987c3116ac2fb426531329b7afc67f4b79b4bf2a35a5962,A,,background,weak,,none,
R00027872,37514c25b7063109a2fcc58b01bf1232d222d70c3fd66689f1be4a5118c23bf4,A,,background,weak,,none,
R00027873,58f8e68a6cce361b8ae952f845a8e4d413bc754d2a6e08dce1095099fee59e30,A,,background,weak,,none,
R00027874,e47b3e5c53dbc95ca490439ad10203f28ea0c9ebefd9440c2dd3081ab7c9ad29,A,,background,weak,,none,
R00027875,d45252a2a39f5a430eee7ac0cf3f5452dfa13c89b543085c1e38e1a78a000108,A,,background,weak,,none,
R00027876,1cc16e5558aa9d0ef721b91366aac45f6b0828cef90e94da850dce1e6803c172,A,,background,weak,,none,
R00027877,d9f417605e45d2a9168a5a8575467ea3bfd064f057e061e75bba3204b58495c9,A,,background,weak,,none,
R00027878,e086fe0050f11a8f65435c29edbbbbc977fa7656bbc7b59cc09b3c484f06eada,A,,background,weak,,none,
R00027879,02384119d50a8e050da5b2fba9dc6176cc5296d137a6ca3f63b09a981ec38099,A,,background,weak,,none,
R00027880,75cc2d16a60243f850c9611e27180a2b2ce2abc0f9baaa1523acf72ac2b124db,A,,background,weak,,none,
R00027881,c5f208007093e7d6d2801a67f138f7048ef5d7a2155bb1915145a8cc19ea65b7,A,,background,weak,,none,
R00027882,c0bb2fce1c814e62453e01d47c60828e87d2827b92c679d9a035af49b97d0295,A,,background,weak,,none,
R00027883,5a4f8fe480820ad10ea4dcfc0d028c9318cdf2623bdfb39e025da67caa082546,A,,background,weak,,none,
R00027884,f6c70b327969cce0e532943291dfbc3b41e59ef2a7e43e11f3c5af2ff08168fa,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027885,30523a3f2bc9d06e9a57b433b2309434d9e7ff8a607529ae0c8a4d643f2b8e53,A,,background,weak,,none,
R00027886,84fcf39d1df0c918b591830655647f16d7d71b273b5fd4ae862e875adefd5b5c,A,,background,weak,,none,
R00027887,c21748158d9134ceb3961a18473060b51564a0ebef765b6c899aab83929978e2,A,,background,weak,,none,
R00027888,32cda48c162e826fb8b14b87d9921c653969c9296a36eb904be92b2c7599b261,A,,background,weak,,none,
R00027889,d89583f1e1e8100071f5f977e10946b7ad85f19580f6f7d8b42272a2d397bbc7,A,,background,weak,,none,
R00027890,568711aa961af42fb2ef89f5127c5357282cd0ebb86e3499a1488de6799aaea6,A,,background,weak,,none,
R00027891,7ed3cecad2ea8ae3ea072de05c619c06c1385946b8d8ec90e171d12b743856ad,A,,background,weak,,none,
R00027892,251fd6b787596728a2e0dff41edd76676eba39af23f6e677a7ba4bdc155babc8,A,,background,weak,,none,
R00027893,f9ebeae428a6d96feb69989dab6d686d7583734d29f51b8bdd097f00c5c63958,A,,background,weak,,none,
R00027894,0ce8a1cd7fb8fb8b680252bf4ed5c92b81daf97d3ff30d1f5cc1f8d069e7f14a,A,,background,weak,,none,
R00027895,0c6ad86dfa3250f6d0ef4e9f229f69c10f274adcf92e8429c0e82a2720681e57,A,,background,weak,,none,
R00027896,45bda652fe6e4bae01ff4604b404f8aa7b60711bca763a879e017da4b69807f0,A,,background,weak,,none,
R00027897,fb5b029beb49eabe6f3e3d6a6e5fe149d9b5534411765c1a25b31c6f144f5aae,A,,background,weak,,none,
R00027898,78672a39132b0963e13a0df374c5276808794e15f1e128e1d9d9c97c538270c2,A,,background,weak,,none,
R00027899,b4cfd6380d6461f007d6ff4f816172b1291b0db7be939b987e4b5cfdaee1b641,A,,background,weak,,none,
R00027900,c0bcd74339175d6105a871dca9caefac2d3df3f5146fe6a21996b79008f43bc5,A,,background,weak,,none,
R00027901,a2fc3a030f2cb80e515797c642b31e09f30f0db46162a2512b16790069483979,A,,background,weak,,none,
R00027902,e76938f763d9ed023ba5aaeaf0cf62f77fbfcdbf9022028e2dd9c3f5573659ac,A,,background,weak,,none,
R00027903,b3e832cec4b7de429eb894384090bb0553d4dc8a5cc6b1274b90e8e7f23bc35b,A,,background,weak,,none,
R00027904,c0bcd74339175d6105a871dca9caefac2d3df3f5146fe6a21996b79008f43bc5,A,,background,weak,,none,
R00027905,4253c07397f68727ddb75388b0daa2ff804902768ce99ed9639e0d69b5e97a76,A,,background,weak,,none,
R00027906,193edc41a2e089e6e8561dea5c3e91ff0f4b2a072d3cc27552ca40ca7784fa2a,A,,background,weak,,none,
R00027907,912c6af1e9f5cdb2a50ef16f26c975452741e7ea927e472470863d67a7f2a17e,A,,background,weak,,none,
R00027908,798ff02df99fdb61a457138edd4f947c04cf663efd150c3e97b84ce91d27288f,A,,background,weak,,none,
R00027909,50be491acbbb1006935497669e49179742e16bacab3e77cd5624a0994abc2229,A,,background,weak,,none,
R00027910,144809a96b39a83d524424904b5cb9a15e578cfd5160c3eed674067db2e0033b,A,,background,weak,,none,
R00027911,7e4ec543e7666dfe6b9b59628fa791656ddfbedc0593e0b2f73d61129c797a16,A,,background,weak,,none,
R00027912,7aaa260f014085cf4efd56feb8a06471c25b17899a57ec490de653c18ef4d6e4,A,,background,weak,,none,
R00027913,eb3fc5823c25bf0bd5a82e0ccf1e578290454ba9d43b11c8a36b85db14d76c93,A,,background,weak,,none,
R00027914,0e1955e8db807a1c475ed4f6489ac60120de9a63e284b429af5f5ef38d49050f,A,,background,weak,,none,
R00027915,16eae378219372ccb184c5e530a33e78b9ac4a651b9f6f32b217da6bd15f71c3,A,,background,weak,,none,
R00027916,3852274875e31588615f112e7043b318066d55e8b65a923b34090340a0d09772,A,,background,weak,,none,
R00027917,77723b1c0b3f28e38db94c8f4a5e4ba4b07ea6bc7c0c8ef066e752c46bf9af1c,A,,background,weak,,none,
R00027918,3367d6e7c4c07830d403890ae133e50671d3893e391653d31c1b7708f31144f6,A,,background,weak,,none,
R00027919,e27ab9273ce4b2b55de63c9382ee8c93ca79ad212e4def8a2782cad904a09a72,A,,background,weak,,none,
R00027920,f466de9a612ccd62ce39b51c4986cc1f4e6ed8bb3d70e9453612875e6cca8ac4,A,,background,weak,,none,
R00027921,8b608cc60749bfa50617ff86407cf15dc4edb549769fc6fa4868ff3181e0ef73,A,,background,weak,,none,
R00027922,828aa4b6e18f7f0f93a0970d6407937b13a21e62a11efb7207376b97214b9c7d,A,,background,weak,,none,
R00027923,450ab346b4855cef33a6cc5445cd89f4a412912f88f251eb3d3280be0198b4bd,A,,background,weak,,none,
R00027924,15e9f2b2b1800bfa46ef13d30af4c6461598247f513e564ff0486ed4139421e2,A,,background,weak,,none,
R00027925,b5d2b3718c67e1a155e7831aede0b3a29a1f43d89efc1ae88ce478e44c830124,A,,background,weak,,none,
R00027926,0ad400391298c9c7b516e0d6411adc10ff94c9c61d022e67a143e84a03010a14,A,,background,weak,,none,
R00027927,a36d8d66ba211f66218b3369a337a3053338a6877cf837f28f32dcfa175af15c,A,,background,weak,,none,
R00027928,f36a498c20d2c71cc2901202c0dd8d7f547a2fe4a9a62894a133055999071b3c,A,,background,weak,,none,
R00027929,e957423a0a707010d1de2277f0169d0952fe464900570c1e175542a4c05d4b6c,A,,background,weak,,none,
R00027930,8fbe6fd3d18b279d1f046a1aa72b871763e4f618529053e04903f6d3e183ed9c,A,,background,weak,,none,
R00027931,2b62e558de79fcc81a19ba32ec12a27d0e0b3cc22054aa8456cdd1fa70078260,A,,background,weak,,none,
R00027932,69bbc9279ad6f0adf77b6c5906f7ebf3866f114192b7b99cc22543889f4e5bdd,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027933,67c85f8539c3164f647d65264e232eb4ab8f1eeae689fa249a65b3f6de5d595a,A,,background,weak,,none,
R00027934,a5e24a04d4e9cb4d569db2f29675e46714cee19ccaec0e16be9f8045f7ae1a08,A,,background,weak,,none,
R00027935,b7be74c9683d37c9a7f2ca574a02e94d346206d2652ad0c76e348d48dde95316,A,,background,weak,,none,
R00027936,8d09eadbc436e68faddb40c3bac0424afce17c815bf8c361bb9507c2702c07ca,A,,background,weak,,none,
R00027937,fc128e16e501ed9db26942bf2138c2ff3e4b0cd0514d65d9b62e5dced8459b13,A,,background,weak,,none,
R00027938,9ed5f37f9a585f0e0eecabf6560602285aa529662749ce87574f64f2127e7d8b,A,,background,weak,,none,
R00027939,da346ce14c17efd4a07f094cc94119a21442e6e9ebf0aed9dccf8021175d3cce,A,,background,weak,,none,
R00027940,acb86056d8c69889486d5ca3f7742ac7e682f002c1343e7cd45ea5655e3fcac0,A,,background,weak,,none,
R00027941,85de8bffd2f1786f634ef5fa01dcc90aaa54e0a1c0b374a01515d5540e57b5e4,A,,background,weak,,none,
R00027942,a6fe0cb4ca8967d437ebc5b07e2b407f87a8393cea5c18ce2f03ef538171dd78,A,,background,weak,,none,
R00027943,615917e7a49529c9dcc703a92138f6986961558b1b2203e66252fa13c58840c6,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027944,bd480a495d1d9ca187e409753a64699f21e10b9bd3786d48cca4322b12aaa665,A,,background,weak,,none,
R00027945,5383d84e1eae24413db00d444535d102807179d2cb2df7368e011aab19d4cc38,A,,background,weak,,none,
R00027946,84a7abf09c9e3a9612c43fc53935099da40654fdbded2ac82c27c71a5508f690,A,,background,weak,,none,
R00027947,b4550af01091727a3fddbec69d2f03a393ee6fde111b0db1c1e11f64a6db64e3,A,,background,weak,,none,
R00027948,5ef6ffb8bf59e9f7f5aa65df181c531d55d5cb8e11c9c8498a9f619ad0bdd90a,A,,background,weak,,none,
R00027949,90f66fe2be98cae6ccfe8a88a9b564591d646a5b0432e03f4c615d6d3330655a,A,,background,weak,,none,
R00027950,a3fa904e56fc4777057325f70958fd9f34654b83834c8e229d51887de70a6f50,A,,background,weak,,none,
R00027951,bd480a495d1d9ca187e409753a64699f21e10b9bd3786d48cca4322b12aaa665,A,,background,weak,,none,
R00027952,7cc95b5f958ba41c71bf9e6f88f13e043aa9a836859a1b2cf5458833f4bfa695,A,,background,weak,,none,
R00027953,16a5f97d8a437ebe29b3a55c992d2b3712f9bc3d80b7d43bf00c4e36732bd9a6,A,,background,weak,,none,
R00027954,1722d165dcd8c0d990393e27a90d919f3e155d9744d0c9c7735ea9c67945dc25,A,,background,weak,,none,
R00027955,f8abc5506c932bd19d7e7ed0c46fd7e409022165758f4629db9847e88f1d2112,A,,background,weak,,none,
R00027956,98758cead29b5b5e299e25cba0d87ea504521489fcc7b1b71df740ac04608258,A,,background,weak,,none,
R00027957,0395048a4284c27cb8a93db36ae0b8db54182a78289057db8f844555de8984cc,A,,background,weak,,none,
R00027958,529c1e808f2827932370e4b2a2ce3b911dd75bd1d6c223b74c0654913d21102e,A,,background,weak,,none,
R00027959,0baf0bee7dadb0658314858561502794d34f32d765e798a1f1dd3cf1ae12ec7c,A,,background,weak,,none,
R00027960,bf7d1b5f50f107aa4545e33f2e2493c95b702d264b2f3513265ada1f0b4773e5,A,,background,weak,,none,
R00027961,b09e5b32f3b83b6115ce21d6acd7cc675b48e06594aded2aceafe60acad69110,A,,background,weak,,none,
R00027962,2bd3e5534c957d384696f190acbe095673b982b41b50129df06f81a779fa3dbd,A,,background,weak,,none,
R00027963,8e73f4109087c984d6fbc8eb591606e1bcd843a453a8be7036bbc4f4474e4b2d,A,,background,weak,,none,
R00027964,5638f53f55e0ad878e8df20a1a472117bae4cc2bd8d3c3cdfe8f5aeac6ed2030,A,,background,weak,,none,
R00027965,a4264ba2749931957f162c83d359f55fd97ee233a7b5d190f767b0018534e5f4,A,,background,weak,,none,
R00027966,ff21cc22676233de29a9cdd7ed8724b4fd13c04cc21b2f6353a15ab41b1c7cbe,A,,background,weak,,none,
R00027967,37ddf7de364e9b429ddb2b33615fb749712523912d1f0318760424cc5eca6f62,A,,background,weak,,none,
R00027968,50e44c6e6983f47ecdba57050988277e81f5921001a3d87ab99d646b5fa16031,A,,background,weak,,none,
R00027969,b58c2d9aceb6311f19e25f488e6480605c21f96440c61decc3883700bcb8161e,A,,background,weak,,none,
R00027970,23cdf3a5f38d9fbda04d9bef5c69812a602a7c33a97f0174df07bc4596519d8a,A,,background,weak,,none,
R00027971,8884025e2078a31257b7b439851c6808cea831755703f581b1a33be79d7e033f,A,,background,weak,,none,
R00027972,0bc3aa632a8711f5c41726feafbe470143b8540a1947a893e4cc5c48267c1068,H,H-06,scenario_core,weak,graph,none,
R00027973,02913b4eeb3ba0b3ce44aea29e3e5e129d8a3dd148ba8646ea806f91e422dce1,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027974,9c5ca7ca37e93d67ce9cfe2af5f71b76c4a955d5325ad466c0963fbdf3817675,A,,background,weak,,none,
R00027975,5f25903487b23df8e241939a9896dca947f04d3c0083450e35136e831fe60b72,A,,background,weak,,none,
R00027976,f9a1392299b5901be3af7f700b8f13ed7ca33adcfbb0c318b44877db88aa8a39,A,,background,weak,,none,
R00027977,b5f31558856aa4a70e3564c3895e1574bcb0ea41ddcf2db5239d9fe59eeba757,A,,background,weak,,none,
R00027978,e4e86600f96b1127e051aefa1eca1e500cfb6265eea429355e31be2d5af6748b,A,,background,weak,,none,
R00027979,0e571d07ca9c9816c46503213e05828334864493843178e966b803b3d3cadd0e,A,,background,weak,,none,
R00027980,65b112caa3343bbe6895b9a8ed51abfe571800fe115332b4304031b049ab734e,A,,background,weak,,none,
R00027981,c85ee9f5d98f055b3ed992766a20d58a8f20026bc3932ea5f17657565f370a87,A,,background,weak,,none,
R00027982,fca95cc29ba56a546bd55610a186a9bf0af888d666d980dcc86356db7cf7af18,A,,background,weak,,none,
R00027983,5f87643c06cdb8bc2f67ae8fe41cb8da33142d68386172e65d125040d824fccd,A,,background,weak,,none,
R00027984,ca483557727ba6368228c5bd35003ce580cf84416dd28243713364126cb4564b,H,H-03,scenario_core,weak,graph,none,
R00027985,c4da5046473f9569811aaf8e7496136ad18b34c76240c859d74d2a0cc9441404,A,,background,weak,,none,
R00027986,15b3b1da177f90b8eb157cdea4bec9bd1816a2e5196912308c1d177f785e6c14,A,,background,weak,,none,
R00027987,1ad99c8e6b9c1496b9ba90531691530577cb5d756f294462b7307bbb97bd9c27,A,,background,weak,,none,
R00027988,96634ee5cec7f164fd45aea8614280ad4248156efaa11d9ca468a052c285d913,A,,background,weak,,none,
R00027989,9834fe409ccbbb7a8021de044b44d40663838a2a41e5f3ca7b791eaa1fcccad8,A,,background,weak,,none,
R00027990,36efdac3e3d20a74f44ef632a4a539613ad92ef0ff1a49e8c86d0a162d2ddb1b,A,,background,weak,,none,
R00027991,e6af9690f61b391e7b45ee0434fd99d9fce9116d8d8e3a097bd93ee3eccb23ea,A,,background,weak,,none,
R00027992,4fcad845294e338acc32d03b5e8d8bc8f9e34b82c9c127729077a740a03363e2,A,,background,weak,,none,
R00027993,0c2bb1b3f943a0cfb1d5f12f404c3aaf7d37e5d6a98494c269bb2aed26b12cfb,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00027994,9834fe409ccbbb7a8021de044b44d40663838a2a41e5f3ca7b791eaa1fcccad8,A,,background,weak,,none,
R00027995,e708c844a941ab299df197cb2328c03483e2efa613db08142379ae0247a89c40,A,,background,weak,,none,
R00027996,889c8e3a6beb583181593fd26e0f4b62ab5e6ff9e67ddc7664ed8ac8a02843bd,A,,background,weak,,none,
R00027997,7ce73d6ba6199dd1758644fc36b2dc06deb9af52d8791de59e0f59a3bdf7b6ba,A,,background,weak,,none,
R00027998,4d85432e708c2d9b322dba51c13f5059b88a0864e048b3824e93b2e48d51a873,A,,background,weak,,none,
R00027999,b71d27a4738b8753dc063ad00bb3695dd847358088b456fbf90d743b51cc6ad1,A,,background,weak,,none,
R00028000,ef3fc23b01b97dab860329de84fb8a6fc6cb223f5811b1058a16215aa2445414,A,,background,weak,,none,
R00028001,cf7b89e21992412f2e3ff5322ff6a7bca7bcb09866cae9270ecc0b694ecb9d33,A,,background,weak,,none,
R00028002,a6e04443711ad24abca19c037ed2b14bdfcd13e06d4f38ec9467139538f5e4f0,A,,background,weak,,none,
R00028003,b9269ecef53567b12ae9e36cbfce13bcc60bf804cef711b059dc54c97eb65585,A,,background,weak,,none,
R00028004,7cec45f6b2781aa4a6e605634e23275927d59f57c509608f89b07d1c09a89ac8,A,,background,weak,,none,
R00028005,d6b1e8aaf84e77496c83c18385a4623eba117aa0d73c7b533fe2a1ee022c97ec,A,,background,weak,,none,
R00028006,a9acd139333ed750aa0db8f0d901f6a4f06b0ee01e405ccb70aa118d9403cbdd,A,,background,weak,,none,
R00028007,62445e73d02fcca0be3a875701bdffb2a35d3f056fa70b3dc95e5f60470d3aa9,A,,background,weak,,none,
R00028008,f19a8aa94f9007558ab444e2821d6a18b8052ab7c9e11f091eeb7ede80bb89f0,A,,background,weak,,none,
R00028009,de1e79cbec0e6dd8daef7456551e5c8917a6fc61e50accd996b4a74daef0c1b1,A,,background,weak,,none,
R00028010,3fa47a5e397f3066f6114b95ea1a1d946ef04ec9a80bab9de3298902bb7f6d01,A,,background,weak,,none,
R00028011,bba3b9bd01a94452e0a0232c64657286dd12ae36a67ed9c3dde72e5e91f1a8af,A,,background,weak,,none,
R00028012,f82768f49adecc45bfabb45fd54863ae1a342c2377dd8c51db2bfeca544ff83b,A,,background,weak,,none,
R00028013,45c2c732a227567c653a88472b804b54ed988157b42ed153c9a6c71c4977f0ef,A,,background,weak,,none,
R00028014,4fa6eecb4741bb2febce79bfa44f1ee592fb1acb532e54f5967fc36690ef7ad5,A,,background,weak,,none,
R00028015,03f1230e5cce31376953a7c2632149e8c2a5223bea3f2351290344aa24d1db0b,E,E-02,scenario_core,weak,"structure,graph,flow",mixing_like,benign_batch_payout
R00028016,a3bed7b321c3de3ac9dce6ff9fff1fda27676e896cfc2baebd762e97cc50ba41,A,,background,weak,,none,
R00028017,d11a5a6c69c71a9ffe144194cddb2741b2e3cb57bee2668039423d3cc76b73a6,A,,background,weak,,none,
R00028018,2ea6167b626825baed0bd6d5e4bbf4ec18966d07523603f4d82be4a0bc6644e1,A,,background,weak,,none,
R00028019,e89b7704b78c46b55140b0b433e086379124958b5e439ec33e1b13b311eda85d,A,,background,weak,,none,
R00028020,e8d9d1b206b1dbf02101a31746499e57241ef8ec3366bbc8c41d1a9fe2a3df5b,A,,background,weak,,none,
